Name,Team,Swimmer_ID,Hometown
Sophie Lindner,"University of North Carolina, Chapel Hill",403384,NC
Heidi Lowe,"University of North Carolina, Chapel Hill",399134,NC
Virginia Marsh,"University of North Carolina, Chapel Hill",281958,NC
Paige Burrell,"University of North Carolina, Chapel Hill",817409,PA
Caroline Cooper,"University of North Carolina, Chapel Hill",310207,FL
Amy Dragelin,"University of North Carolina, Chapel Hill",403381,NC
Allison Goldblatt,"University of North Carolina, Chapel Hill",237409,VA
Rabea Pfaff,"University of North Carolina, Chapel Hill",356939,PA
Gracyn Segard,"University of North Carolina, Chapel Hill",457685,MI
Elizabeth Vannote,"University of North Carolina, Chapel Hill",403388,NC
Claire Walsh,"University of North Carolina, Chapel Hill",405036,PA
Molly Barry,University of Notre Dame,143218,CA
Suzanne Bessire,University of Notre Dame,85591,FL
Hannah Bowen,University of Notre Dame,111901,MN
Genevieve Bradford,University of Notre Dame,141627,CA
Allison Casareto,University of Notre Dame,72823,CA
Bridget Casey,University of Notre Dame,85648,PA
Sarah Dotzel,University of Notre Dame,23085,PA
Erin Foley,University of Notre Dame,23299,MA
Emma Gaboury,University of Notre Dame,105346,MI
Catherine Galletti,University of Notre Dame,69432,FL
Sydney Golic,University of Notre Dame,129941,CT
Anna Grainger,University of Notre Dame,147808,TN
Genevieve Heidkamp,University of Notre Dame,115227,IL
Elizabeth House,University of Notre Dame,181914,KY
Danielle Margheret,University of Notre Dame,294147,OH
Mikelle Masciantonio,University of Notre Dame,21836,PA
Christen McDonough,University of Notre Dame,43477,NC
Katelyn Miller,University of Notre Dame,152133,OH
Catherine Mulquin,University of Notre Dame,115005,MD
Emma Reaney,University of Notre Dame,85728,KS
Kelly Ryan,University of Notre Dame,58373,IL
melissa scott,University of Notre Dame,181000,MI
Lauren Stauder,University of Notre Dame,65750,IN
Christine Stitcher,University of Notre Dame,294151,IL
Lindsey Streepey,University of Notre Dame,84258,TX
Courtney Whyte,University of Notre Dame,64009,CA
Anne Crea,University of Notre Dame,314574,TX
Mary Hinton,University of Notre Dame,200191,CO
Sherri McIntee,University of Notre Dame,152344,CA
Cree Stitcher,University of Notre Dame,360807,USA
Alyssa Storino,University of Notre Dame,186938,CT
Gaboury Streepey,University of Notre Dame,360808,USA
Molly Treble,University of Notre Dame,114771,NY
Ellen Berdusco,University of Notre Dame,103566,FL
Nicole Emery,University of Notre Dame,201769,NC
Paige Kaplan,University of Notre Dame,197199,NY
Ella Moynihan,University of Notre Dame,235960,CO
Meaghan O'Donnell,University of Notre Dame,270101,NJ
Tayde Revilak Fonseca,University of Notre Dame,451754,IN
Kyra Sarazen,University of Notre Dame,166945,NH
Nicole Smith,University of Notre Dame,250035,IN
Lindsay Sreepey,University of Notre Dame,456854,USA
Alice Treuth,University of Notre Dame,183672,MD
Rebecca Walton,University of Notre Dame,222515,HI
Deidre Worth,University of Notre Dame,264141,TX
Claire Andrews,University of Notre Dame,314570,TX
Claire DeSelm,University of Notre Dame,289186,NC
Abigail Dolan,University of Notre Dame,270047,MN
Lauren Heller,University of Notre Dame,288789,OH
Erin Isola,University of Notre Dame,253712,MI
Kelly Jacob,University of Notre Dame,181877,WI
Carolyn Kammeyer,University of Notre Dame,182765,NC
Reilly Lanigan,University of Notre Dame,219338,IL
Katherine Rentz,University of Notre Dame,344971,IL
Erin Sheehan,University of Notre Dame,265722,OH
Mary Smith,University of Notre Dame,329552,NY
Samantha Steigerwald,University of Notre Dame,279265,CO
Skylar Fore,University of Notre Dame,235585,WI
Abigail German,University of Notre Dame,502436,PA
Cailey Grunhard,University of Notre Dame,273095,KS
Kate McCahan,University of Notre Dame,697222,GA
Carly Quast,University of Notre Dame,303977,MN
Lindsay Stone,University of Notre Dame,255950,NY
Kelly Straub,University of Notre Dame,697219,NE
Rachel Wittmer,University of Notre Dame,255577,MN
Catherine Brennan,University of Notre Dame,348413,NY
Sinead Eksteen,University of Notre Dame,458460,VA
Samantha Eyolfson,University of Notre Dame,357118,ID
Madeline LaPorte,University of Notre Dame,379997,VA
Sarah Nicholls,University of Notre Dame,357125,WA
Bayley Stewart,University of Notre Dame,343928,CO
Tegan Sweeney,University of Notre Dame,416638,GA
Luciana Thomas,University of Notre Dame,273148,AR
Annie Wiese,University of Notre Dame,959998,IN
Sarah Boyle,University of Notre Dame,466249,VA
ELIZABETH FRY,University of Notre Dame,359072,MD
Coleen Gillilan,University of Notre Dame,400826,CO
Samantha Gillis,University of Notre Dame,1179970,NC
Meaghan Lyons,University of Notre Dame,615592,SC
Madison Potter,University of Notre Dame,859469,MN
Sydney Winters,University of Notre Dame,413156,MA
Emily Bolek,University of Pittsburgh,151807,MD
Victoria Brungo,University of Pittsburgh,247124,PA
Kinga Cichowska,University of Pittsburgh,295112,POL
Kimberly Ciotti,University of Pittsburgh,154569,PA
Danielle des Tombe,University of Pittsburgh,204223,CAN
Renee Deschenes,University of Pittsburgh,85680,MB
Bethany Dewitt,University of Pittsburgh,247127,PA
Camille Dixon,University of Pittsburgh,204224,MB
Catherine Dunseith,University of Pittsburgh,154571,MD
Margaret Feltman,University of Pittsburgh,240963,NC
Amanda Ford,University of Pittsburgh,149793,FL
julie harrison,University of Pittsburgh,85845,ON
Alexandra Iwanicki,University of Pittsburgh,110116,IL
Veronica Lee,University of Pittsburgh,85940,ON
Christina Lisella,University of Pittsburgh,247131,PA
Madeline Marcelle,University of Pittsburgh,178792,PA
Lauren Matevish,University of Pittsburgh,156142,OH
Mackenzie Meixner,University of Pittsburgh,183808,PA
Lauren Mills,University of Pittsburgh,114469,TN
Jessica Nederlanden,University of Pittsburgh,69460,FL
Melissa Pocsai,University of Pittsburgh,249148,ON
Kaleigh Ritter,University of Pittsburgh,132669,TX
Lindsey Rodenkirk,University of Pittsburgh,200664,WI
Tatyanna Sarjeant,University of Pittsburgh,140407,ON
Rachel Saunders,University of Pittsburgh,295121,PA
Alec Sheaffer,University of Pittsburgh,247138,PA
Athena Summa,University of Pittsburgh,268293,VA
Leigh Waltz,University of Pittsburgh,119803,PA
Brooke Waugaman,University of Pittsburgh,154056,PA
Blair Wegescheide,University of Pittsburgh,182476,NY
Madeline Wells,University of Pittsburgh,147385,AZ
Kelsey Williams,University of Pittsburgh,100887,PA
Samantha Winkelmann,University of Pittsburgh,249064,VA
Charlene Yuan,University of Pittsburgh,151675,OR
Sarah Zetlmeisl,University of Pittsburgh,180971,MD
Katriona Blezy,University of Pittsburgh,361692,PA
Mary Blocher,University of Pittsburgh,261584,IN
Katherine Fernander,University of Pittsburgh,230857,PA
Danyel Johnson,University of Pittsburgh,245749,NY
Leticia Lelli,University of Pittsburgh,85742,AZ
Emily Lyons,University of Pittsburgh,113130,PA
Emily Murphy,University of Pittsburgh,196082,OH
Amanda Richey,University of Pittsburgh,151353,CO
Rachel Sauders,University of Pittsburgh,364326,PA
Meredith Sharp,University of Pittsburgh,366296,PA
Tia VanLandeghem,University of Pittsburgh,361493,PA
Jennifer Young,University of Pittsburgh,201259,PA
Samantha Baird,University of Pittsburgh,263042,VA
Rachel Brown,University of Pittsburgh,269216,NC
Kirsten Groff,University of Pittsburgh,245887,PA
Meghan Joram,University of Pittsburgh,233782,NC
Allison Murslack,University of Pittsburgh,183931,PA
Cheyanne Neuenschwander,University of Pittsburgh,427044,MD
Madison Thomas,University of Pittsburgh,196235,PA
Hannah Wittman,University of Pittsburgh,168522,PA
HANNAH BUMGARNER,University of Pittsburgh,342456,PA
Lisa Coe,University of Pittsburgh,525601,NJ
Cameryn Cook,University of Pittsburgh,195506,PA
KATHERINE COOPER,University of Pittsburgh,271597,PA
Colleen Daday,University of Pittsburgh,234699,PA
Valerie Daigneault,University of Pittsburgh,182527,QC
Sarah Giamber,University of Pittsburgh,348720,NC
Jacqueline Hendrix,University of Pittsburgh,292001,GA
Shannon Hochkeppel,University of Pittsburgh,347299,MD
Krista Jones,University of Pittsburgh,317190,IN
Madeline Paradkar,University of Pittsburgh,377797,ON
Lina Rathsack,University of Pittsburgh,376527,GER
Madelyn Shaffer,University of Pittsburgh,195596,OH
Cortnee Williams,University of Pittsburgh,517777,IN
Ashley Azzarello,University of Pittsburgh,333673,PA
Maura Fagan,University of Pittsburgh,254037,FL
Lisa Gwennap,University of Pittsburgh,304424,VA
KAYLEE HOLLENBACH,University of Pittsburgh,342435,PA
Samantha Howe,University of Pittsburgh,291762,AUS
Kathleen Lynch,University of Pittsburgh,333717,PA
Shahar Menahem,University of Pittsburgh,695507,ISR
Katherine Miller,University of Pittsburgh,333259,NC
Allison Ramirez,University of Pittsburgh,507339,VA
Lydia Rosenthall,University of Pittsburgh,852813,ENG
Barbara Schmele,University of Pittsburgh,333733,PA
Kailyn Swantek,University of Pittsburgh,316496,MI
Serena Buchwald,University of Pittsburgh,958143,MB
Alyssa Conley,University of Pittsburgh,383417,IN
Dakota Elliott,University of Pittsburgh,393500,OH
Camryn Forbes,University of Pittsburgh,233461,PA
Kendall Goit,University of Pittsburgh,356478,MI
Daria Hatter,University of Pittsburgh,357906,TX
Lauren Kelly,University of Pittsburgh,395230,NJ
MADISON NALLS,University of Pittsburgh,401679,PA
Isabella Ratino,University of Pittsburgh,398153,OH
Amy Read,University of Pittsburgh,958144,ENG
Megan Schimansky,University of Pittsburgh,272043,FL
Daisy Anderson,University of Pittsburgh,696129,GBR
Tatum Detwiler,University of Pittsburgh,409666,PA
Kate Fuhrmann,University of Pittsburgh,422505,NJ
Ali Giuliani,University of Pittsburgh,439536,FL
Meredith Gould,University of Pittsburgh,609776,PA
Kayla Graham,University of Pittsburgh,479247,VA
Alexandra Marlow,University of Pittsburgh,357952,PA
Jilian Schulte,University of Pittsburgh,481985,FL
Emma Wilson,University of Pittsburgh,419000,PA
Courtney Bartholomew,University of Virginia,147673,MI
Hanne Borgersen,University of Virginia,200640,MD
Shaun Casey,University of Virginia,22098,FL
Meredith Cavalier,University of Virginia,56480,VA
Charlotte Clarke,University of Virginia,104490,VA
Rebecca Corbett,University of Virginia,227626,KY
Emily Dicus,University of Virginia,102576,KS
Haley Durmer,University of Virginia,148845,GA
Riley Flanagan,University of Virginia,63667,FL
Morgan Flynn,University of Virginia,136637,TN
Laura Gartrell,University of Virginia,206675,VA
Audrey Gould,University of Virginia,232349,MD
Alison Haulsee,University of Virginia,147902,VA
Samantha James,University of Virginia,152829,IL
Kaitlyn Jones,University of Virginia,246161,DE
Caroline Kenney,University of Virginia,85355,GA
Hope Kerpelman,University of Virginia,218448,MD
Emily Lloyd,University of Virginia,89978,MD
Kelly Lloyd,University of Virginia,161752,VA
Natalie Martin,University of Virginia,147862,VA
Erin McElfresh,University of Virginia,114754,NY
Katherine Miller,University of Virginia,275250,PA
Rachel Moore,University of Virginia,148587,MA
Jane Munro,University of Virginia,69939,IL
Rachel Naurath,University of Virginia,84627,VA
Dana Nessler,University of Virginia,69141,FL
Kelly Offutt,University of Virginia,148645,MD
Hillary Petersen,University of Virginia,53147,FL
Shannon Rauth,University of Virginia,151139,PA
Kaleigh Rosenburg,University of Virginia,184011,VA
Laura Simon,University of Virginia,245761,GER
Madeline Smart,University of Virginia,151888,CT
Leah Smith,University of Virginia,165855,PA
Carlin Tettelbach,University of Virginia,79632,VA
Carlin Tettlebach,University of Virginia,297317,USA
Ellen Thomas,University of Virginia,241080,GBR
Katherine Warburg,University of Virginia,248273,CT
Ellen Williamson,University of Virginia,63647,KY
Holland Cathey,University of Virginia,364157,USA
Caitlin Cooper,University of Virginia,166039,GA
Jessie Gvozdas,University of Virginia,258311,VA
Corey Johnson,University of Virginia,364158,VA
Brodde Lamb,University of Virginia,199625,VA
Helen Lamb,University of Virginia,150853,VA
Emily Langworthy,University of Virginia,177265,MD
Jennifer Marrkand,University of Virginia,167011,MA
Salem Peacock,University of Virginia,103383,FL
Laine Reed,University of Virginia,264127,TX
Dina Rommel,University of Virginia,179657,NY
Cecilia Williams,University of Virginia,271955,FL
Peyton Baldwin,University of Virginia,179661,VA
Julia Durmer,University of Virginia,261482,GA
Eryn Eddy,University of Virginia,183391,CO
Megan Moroney,University of Virginia,69383,FL
Kirsten Parkinson,University of Virginia,427495,CT
Rachel Politi,University of Virginia,182061,OH
Kasey Schmidt,University of Virginia,215135,FL
Sara Stranick,University of Virginia,240956,NC
Vivian Tafuto,University of Virginia,215102,PA
Kylie Towbin,University of Virginia,427498,CT
Anna Dickinson,University of Virginia,291294,VA
Sydney Dusel,University of Virginia,521210,IL
Morgan Hill,University of Virginia,268678,MD
Bailey Mills,University of Virginia,521208,CO
Mary Pelton,University of Virginia,241491,MD
Mary Tansill,University of Virginia,237323,VA
Madeleine Vonderhaar,University of Virginia,270314,KY
Erin Earley,University of Virginia,228239,CT
Caroline Gmelich,University of Virginia,273643,NJ
Paige Madden,University of Virginia,326195,AL
Marcella Maguire,University of Virginia,280114,CT
Anna Pang,University of Virginia,423511,SIN
Jocelyn Porter,University of Virginia,423277,NC
Abigail Richter,University of Virginia,258203,NV
Emma Seiberlich,University of Virginia,233821,PA
Kyla Valls,University of Virginia,254013,FL
Carter Bristow,University of Virginia,290573,VA
Emma Bulger,University of Virginia,380072,VA
Mary Christensen,University of Virginia,348271,CT
Julia Eskew,University of Virginia,376409,TN
Julia Menkhaus,University of Virginia,356551,SC
Jessica Nava,University of Virginia,210638,FL
Sophie Skinner,University of Virginia,291222,KY
Alexis Wenger,University of Virginia,345175,MI
Jennifer Bell,University of Virginia,329464,NY
Charlotte Bowen,University of Virginia,496927,CA
Ella Collins,University of Virginia,503283,TX
Kaitlyn Cronin,University of Virginia,357005,FL
Alexa Cuomo,University of Virginia,466226,VA
Madelyn Donohoe,University of Virginia,300419,VA
Katherine Douglass,University of Virginia,298618,NY
Caroline Kulp,University of Virginia,197359,VA
Margaret Nelson,University of Virginia,1120429,TN
Kalyea Arnett,Virginia Tech,204033,TX
England Barimo,Virginia Tech,155247,VA
Katherine Bean,Virginia Tech,203829,VA
Gabrielle Bishop,Virginia Tech,216466,VA
Brittany Boone,Virginia Tech,114551,VA
Ashley Buchter,Virginia Tech,294102,PA
Lauren Buckworth,Virginia Tech,110628,NJ
Caroline Buscaglia,Virginia Tech,215989,VA
Natalie Cronk,Virginia Tech,182615,VA
Auriane de Premilhat,Virginia Tech,274912,FRA
Fiona Donnelly,Virginia Tech,241759,GBR
Aubree Duncan,Virginia Tech,65729,GA
Matty Ferguson,Virginia Tech,121929,VA
Katarina Filova,Virginia Tech,104254,SVK
Katie Gillespie,Virginia Tech,110382,NJ
Margaret Gruber,Virginia Tech,177802,PA
Holland Harper,Virginia Tech,237432,VA
Jessica Hespeler,Virginia Tech,185861,CT
Caroline Higgins,Virginia Tech,30943,NC
Jayme Katis,Virginia Tech,102924,VA
Blaire Kinsey,Virginia Tech,148617,PA
Natalie Leake,Virginia Tech,65665,VA
Weronika Paluszek,Virginia Tech,233362,POL
Margaret Parcell,Virginia Tech,179643,VA
Leah Piemonte,Virginia Tech,294106,VA
Katie Rogers,Virginia Tech,155203,MD
Natalee Roseberry,Virginia Tech,208110,VA
Emily Ryczek,Virginia Tech,102264,VA
Laura Schwartz,Virginia Tech,147226,VA
Rachel Sepanski,Virginia Tech,65707,VA
Mackenzie Stewart,Virginia Tech,82082,OH
Kelli Stockton,Virginia Tech,204037,VA
Alyssa Bodin,Virginia Tech,98944,FL
Alice Boutant,Virginia Tech,235315,FRA
Adriana Grabski,Virginia Tech,233955,PA
Kelly Henry,Virginia Tech,183947,VA
Klaudia Nazieblo,Virginia Tech,257743,POL
Savannah Padgett,Virginia Tech,361553,FL
Madalyn Ulrich,Virginia Tech,232508,VA
Emma Villareal,Virginia Tech,375579,VA
Logan Williams,Virginia Tech,183900,VA
Jessica Arnold,Virginia Tech,271634,VA
Danielle Griggs,Virginia Tech,179215,NJ
Abigail Jones,Virginia Tech,216702,VA
Sydney Pesetti,Virginia Tech,179857,VA
Ashlynn Peters,Virginia Tech,223263,TX
Leah Rogers,Virginia Tech,270268,VA
Madison Rylee,Virginia Tech,227197,KY
Abigail Stone,Virginia Tech,210166,OH
Jenna Beattie,Virginia Tech,268239,VA
Baillie Cameron,Virginia Tech,403146,ON
Caroline DeJager,Virginia Tech,268064,VA
Miranda Eberle,Virginia Tech,316444,MI
Reka Gyorgy,Virginia Tech,422860,HUN
Chloe Hicks,Virginia Tech,260658,VA
Sydney Kirsch,Virginia Tech,237364,MD
Grace Kowal,Virginia Tech,291207,PA
Eleanor Matheson,Virginia Tech,236686,CO
Kayla Purcell,Virginia Tech,169397,NJ
Margarita Ryan,Virginia Tech,323181,MD
Erin Scott,Virginia Tech,278961,GA
HANNAH WILDING,Virginia Tech,489274,PA
Abigail Andrusin,Virginia Tech,388197,TX
Jessica Beattie,Virginia Tech,268240,VA
Emily Meilus,Virginia Tech,237208,VA
Nicole Pape,Virginia Tech,316581,MI
Molly Sheffield,Virginia Tech,290535,VA
Heather Sigmon,Virginia Tech,271305,NC
Joelle Vereb,Virginia Tech,323366,VA
Regan Westwood,Virginia Tech,701052,MD
Maya Atkins,Virginia Tech,404928,VA
Julia Bruneau,Virginia Tech,412548,FIN
Jennifer Hauser,Virginia Tech,365444,IL
Annalee Johnson,Virginia Tech,291014,VA
Anna Landon,Virginia Tech,379733,VA
Abby Larson,Virginia Tech,394223,VA
Brooke Leftwich,Virginia Tech,844734,VA
Teagan Moravek,Virginia Tech,409330,OH
Isabel Mroz,Virginia Tech,474208,CO
Lara Siebrecht,Virginia Tech,521646,GER
Alexandra Slayton,Virginia Tech,356935,VA
Loulou Vos,Virginia Tech,468791,GBR
Mary Burt,Virginia Tech,423456,VA
Grace Cutrell,Virginia Tech,403014,VA
Caroline De Jager,Virginia Tech,1130404,VA
Karisa Franz,Virginia Tech,588758,MO
Hannah Jirsa,Virginia Tech,616708,VA
Abigal Larson,Virginia Tech,1130451,VA
Lauren Meeker,Virginia Tech,401401,VA
Morgan Miller,Virginia Tech,488834,VA
Rose Pouch,Virginia Tech,664321,NV
Erin Quinn,Virginia Tech,290644,VA
Shelby Raber,Virginia Tech,515368,VA
Sophia Ryan,Virginia Tech,403023,MD
Sarah Shackelford,Virginia Tech,403045,VA
Julia Smith,Virginia Tech,570067,VA
Jenna Thompson,Virginia Tech,479166,VA
Brooke Travis,Virginia Tech,356940,DE
Rainey Vause,Virginia Tech,438719,FL
Ashley Worden,Virginia Tech,473807,NC
Andrea Acquista,University of Louisville,294453,OH
Erica Belcher,University of Louisville,85861,MA
Devon Bibault,University of Louisville,191507,AB
Kristina Brandenburg,University of Louisville,114852,KY
Mackenzie Buss,University of Louisville,181016,WI
Abigail Chin,University of Louisville,147669,OH
Emma Coakley,University of Louisville,129790,KY
Andrea Cottrell,University of Louisville,180900,OH
Johanna Cowley,University of Louisville,154484,MI
Kelsi Dahlia,University of Louisville,166087,NJ
Nicole Glazer,University of Louisville,155842,MD
Abigail Houck,University of Louisville,151557,CO
Madaline Ingmire,University of Louisville,245423,CO
Andrea Kneppers,University of Louisville,291827,NED
Gisselle Kohoyda,University of Louisville,26978,MI
Lucy Kramer,University of Louisville,152028,IN
Tanja Kylliainen,University of Louisville,97027,MD
Lindsey Laporte,University of Louisville,93329,AZ
Rachael Lewis,University of Louisville,176982,OH
Breann McDowell,University of Louisville,289132,OH
Mary Mittel,University of Louisville,33691,KY
Carly Munchel,University of Louisville,29536,VA
Alessandra Murphy,University of Louisville,294462,MI
Emily O'Neill,University of Louisville,158951,NJ
Brittany Robinson,University of Louisville,65646,IN
Alexandra Sellers,University of Louisville,152727,TX
Emily Stalmack,University of Louisville,205561,MI
Kristina Steins,University of Louisville,152963,NONE
Paige Ezell,University of Louisville,213940,KY
Rachel Grooms,University of Louisville,173051,TX
Lauren Herich,University of Louisville,203142,KY
Lauren James,University of Louisville,147971,MD
Ashley LeClair,University of Louisville,148919,KY
Hannah Magnuson,University of Louisville,166221,KY
Alli Murphy,University of Louisville,366328,USA
Margaret Patterson,University of Louisville,291705,KY
Marah Pugh,University of Louisville,124584,MI
Luana Ribeiro,University of Louisville,377986,USA
Emily Sarratt,University of Louisville,244040,NC
Caitlin Ahern,University of Louisville,235597,FL
Clara Baggett,University of Louisville,270766,IN
Rachael Bradford-Feldman,University of Louisville,258143,VT
Mallory Comerford,University of Louisville,212711,MI
Alina Kendzior,University of Louisville,424701,RUS
Grace Long,University of Louisville,225375,OH
Emily Moser,University of Louisville,181786,IN
Manuela Sampaio,University of Louisville,227352,KY
Avery Braunecker,University of Louisville,196102,IL
Sophie Cattermole,University of Louisville,210507,FL
Casey Fanz,University of Louisville,197267,VA
Molly Fears,University of Louisville,262771,IN
Nastja Govejšek,University of Louisville,288765,SLO
Silvia Guerra,University of Louisville,515605,ITA
Margaret Jahns,University of Louisville,262692,IN
Emily LeClair,University of Louisville,276214,KY
Grace Oglesby,University of Louisville,227538,KY
Brianna Price,University of Louisville,515609,MI
Michaela Sliney,University of Louisville,281365,MA
Sofie Underdahl,University of Louisville,264125,TX
Jillian Visscher,University of Louisville,236696,OR
Hannah Whiteley,University of Louisville,377286,OH
Mariia ASTASHKINA,University of Louisville,420732,RUS
Morgan Friesen,University of Louisville,273493,CO
Rachel Howard,University of Louisville,330608,KY
Alina JUNGKLAUS,University of Louisville,451077,GER
Carley Lowe,University of Louisville,345326,FL
Arina OPENYSHEVA,University of Louisville,420735,RUS
Ashlyn Schoof,University of Louisville,235643,WI
Diana Dunn,University of Louisville,291673,TX
Anika Holland,University of Louisville,958296,CA
Alena Kraus,University of Louisville,237904,FL
Elizabeth Lambert,University of Louisville,958297,OH
Sophia Middendorf,University of Louisville,488061,KY
Allyson Schafer,University of Louisville,367817,MI
Kaitlyn Schorr,University of Louisville,272206,FL
Annette Schultz,University of Louisville,403284,MI
Maria Sumida,University of Louisville,558140,BRA
Kelly Tichenor,University of Louisville,331083,KY
Kaylee Wheeler,University of Louisville,276130,KY
Kyla Alexander,University of Louisville,502871,NZL
Abigail Andrews,University of Louisville,845147,TX
Elizabeth Dodd,University of Louisville,1193678,NY
Abbie Erickson,University of Louisville,474281,CO
Abigail Hay,University of Louisville,445574,OH
Madison Luther,University of Louisville,403367,MI
Christiana Regenauer,University of Louisville,399871,NY
